Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type,Year,Month
CLM00014149,C00324050,V00324050,10000.0,2025-04-28,1,2025,4
CLM00014150,C00286770,V00286770,10000.0,2025-04-14,1,2025,4
CLM00014151,C00220948,V00220948,10000.0,2025-03-21,1,2025,3
CLM00014152,C00685649,V00685649,10000.0,2025-09-07,1,2025,9
CLM00014153,C00055612,V00055612,10000.0,2025-01-20,1,2025,1
CLM00014154,C00639130,V00639130,10000.0,2025-08-21,1,2025,8
CLM00014155,C00266028,V00266028,10000.0,2025-04-07,1,2025,4
CLM00014156,C00453354,V00453354,10000.0,2025-06-14,1,2025,6
CLM00014157,C00638296,V00638296,10000.0,2025-08-21,1,2025,8
CLM00014158,C00571669,V00571669,10000.0,2025-07-28,1,2025,7
CLM00014159,C00324383,V00324383,10000.0,2025-04-28,1,2025,4
CLM00014160,C00451871,V00451871,10000.0,2025-06-14,1,2025,6
CLM00014161,C00074403,V00074403,10000.0,2025-01-27,1,2025,1
CLM00014162,C00658061,V00658061,10000.0,2025-08-28,1,2025,8
CLM00014163,C00685254,V00685254,10000.0,2025-09-07,1,2025,9
CLM00014164,C00934432,V00934432,10000.0,2025-12-07,1,2025,12
CLM00014165,C00849754,V00849754,10000.0,2025-11-07,1,2025,11
CLM00014166,C00266020,V00266020,10000.0,2025-04-07,1,2025,4
CLM00014167,C00638014,V00638014,10000.0,2025-08-21,1,2025,8
CLM00014168,C00159481,V00159481,10000.0,2025-02-27,1,2025,2
CLM00014169,C00765436,V00765436,10000.0,2025-10-07,1,2025,10
CLM00014170,C00572002,V00572002,10000.0,2025-07-28,1,2025,7
CLM00014171,C00303581,V00303581,10000.0,2025-04-21,1,2025,4
CLM00014172,C00971196,V00971196,10000.0,2025-12-21,1,2025,12
CLM00014173,C00571213,V00571213,10000.0,2025-07-28,1,2025,7
CLM00014174,C00767002,V00767002,10000.0,2025-10-07,1,2025,10
CLM00014175,C00890412,V00890412,10000.0,2025-11-21,1,2025,11
CLM00014176,C00239764,V00239764,10000.0,2025-03-28,1,2025,3
CLM00014177,C00181896,V00181896,10000.0,2025-03-07,1,2025,3
CLM00014178,C00572841,V00572841,10000.0,2025-07-28,1,2025,7
CLM00014179,C00871557,V00871557,10000.0,2025-11-14,1,2025,11
CLM00014180,C00265788,V00265788,10000.0,2025-04-07,1,2025,4
CLM00014181,C00989303,V00989303,10000.0,2025-12-28,1,2025,12
CLM00014182,C00514115,V00514115,10000.0,2025-07-07,1,2025,7
CLM00014183,C00889331,V00889331,10000.0,2025-11-21,1,2025,11
CLM00014184,C00102809,V00102809,10000.0,2025-02-06,1,2025,2
CLM00014185,C00991371,V00991371,10000.0,2025-12-28,1,2025,12
CLM00014186,C00620244,V00620244,10000.0,2025-08-14,1,2025,8
CLM00014187,C00952918,V00952918,10000.0,2025-12-14,1,2025,12
CLM00014188,C00658099,V00658099,10000.0,2025-08-28,1,2025,8
CLM00014189,C00348150,V00348150,10000.0,2025-05-07,1,2025,5
CLM00014190,C00703943,V00703943,10000.0,2025-09-14,1,2025,9
CLM00014191,C00704518,V00704518,10000.0,2025-09-14,1,2025,9
CLM00014192,C00721631,V00721631,10000.0,2025-09-21,1,2025,9
CLM00014193,C00075671,V00075671,10000.0,2025-01-27,1,2025,1
CLM00014194,C00142064,V00142064,10000.0,2025-02-20,1,2025,2
CLM00014195,C00073804,V00073804,10000.0,2025-01-27,1,2025,1
CLM00014196,C00971297,V00971297,10000.0,2025-12-21,1,2025,12
CLM00014197,C00220551,V00220551,10000.0,2025-03-21,1,2025,3
CLM00014198,C00284372,V00284372,10000.0,2025-04-14,1,2025,4
CLM00014199,C00304894,V00304894,10000.0,2025-04-21,1,2025,4
CLM00014200,C00600448,V00600448,10000.0,2025-08-07,1,2025,8
CLM00014201,C00405263,V00405263,10000.0,2025-05-28,1,2025,5
CLM00014202,C00989914,V00989914,10000.0,2025-12-28,1,2025,12
CLM00014203,C00824995,V00824995,10000.0,2025-10-28,1,2025,10
CLM00014204,C00932713,V00932713,10000.0,2025-12-07,1,2025,12
CLM00014205,C00160070,V00160070,10000.0,2025-02-27,1,2025,2
CLM00014206,C00220882,V00220882,10000.0,2025-03-21,1,2025,3
CLM00014207,C00037056,V00037056,10000.0,2025-01-13,1,2025,1
CLM00014208,C00101271,V00101271,10000.0,2025-02-06,1,2025,2
CLM00014209,C00805188,V00805188,10000.0,2025-10-21,1,2025,10
CLM00014210,C00103434,V00103434,10000.0,2025-02-06,1,2025,2
CLM00014211,C00514289,V00514289,10000.0,2025-07-07,1,2025,7
CLM00014212,C00452835,V00452835,10000.0,2025-06-14,1,2025,6
CLM00014213,C00823975,V00823975,10000.0,2025-10-28,1,2025,10
CLM00014214,C00601001,V00601001,10000.0,2025-08-07,1,2025,8
CLM00014215,C00869924,V00869924,10000.0,2025-11-14,1,2025,11
CLM00014216,C00908716,V00908716,10000.0,2025-11-28,1,2025,11
CLM00014217,C00387056,V00387056,10000.0,2025-05-21,1,2025,5
CLM00014218,C00741840,V00741840,10000.0,2025-09-28,1,2025,9
CLM00014219,C00038190,V00038190,10000.0,2025-01-13,1,2025,1
CLM00014220,C00804445,V00804445,10000.0,2025-10-21,1,2025,10
CLM00014221,C00159829,V00159829,10000.0,2025-02-27,1,2025,2
CLM00014222,C00220899,V00220899,10000.0,2025-03-21,1,2025,3
CLM00014223,C00514334,V00514334,10000.0,2025-07-07,1,2025,7
CLM00014224,C00122396,V00122396,10000.0,2025-02-13,1,2025,2
CLM00014225,C00266647,V00266647,10000.0,2025-04-07,1,2025,4
CLM00014226,C00304167,V00304167,10000.0,2025-04-21,1,2025,4
CLM00014227,C00103444,V00103444,10000.0,2025-02-06,1,2025,2
CLM00014228,C00160655,V00160655,10000.0,2025-02-27,1,2025,2
CLM00014229,C00703681,V00703681,10000.0,2025-09-14,1,2025,9
CLM00014230,C00786416,V00786416,10000.0,2025-10-14,1,2025,10
CLM00014231,C00722040,V00722040,10000.0,2025-09-21,1,2025,9
CLM00014232,C00822844,V00822844,10000.0,2025-10-28,1,2025,10
CLM00014233,C00347812,V00347812,10000.0,2025-05-07,1,2025,5
CLM00014234,C00452647,V00452647,10000.0,2025-06-14,1,2025,6
CLM00014235,C00348403,V00348403,10000.0,2025-05-07,1,2025,5
CLM00014236,C00870719,V00870719,10000.0,2025-11-14,1,2025,11
CLM00014237,C00349627,V00349627,10000.0,2025-05-07,1,2025,5
CLM00014238,C00514772,V00514772,10000.0,2025-07-07,1,2025,7
CLM00014239,C00404463,V00404463,10000.0,2025-05-28,1,2025,5
CLM00014240,C00101524,V00101524,10000.0,2025-02-06,1,2025,2
CLM00014241,C00889013,V00889013,10000.0,2025-11-21,1,2025,11
CLM00014242,C00347314,V00347314,10000.0,2025-05-07,1,2025,5
CLM00014243,C00491590,V00491590,10000.0,2025-06-28,1,2025,6
CLM00014244,C00471126,V00471126,10000.0,2025-06-21,1,2025,6
CLM00014245,C00601059,V00601059,10000.0,2025-08-07,1,2025,8
CLM00014246,C00766880,V00766880,10000.0,2025-10-07,1,2025,10
CLM00014247,C00534971,V00534971,10000.0,2025-07-14,1,2025,7
CLM00014248,C00348177,V00348177,10000.0,2025-05-07,1,2025,5
CLM00014249,C00035582,V00035582,10000.0,2025-01-13,1,2025,1
CLM00014250,C00489955,V00489955,10000.0,2025-06-28,1,2025,6
CLM00014251,C00683205,V00683205,10000.0,2025-09-07,1,2025,9
CLM00014252,C00970368,V00970368,10000.0,2025-12-21,1,2025,12
CLM00014253,C00907762,V00907762,10000.0,2025-11-28,1,2025,11
CLM00014254,C00571366,V00571366,10000.0,2025-07-28,1,2025,7
CLM00014255,C00405199,V00405199,10000.0,2025-05-28,1,2025,5
CLM00014256,C00722968,V00722968,10000.0,2025-09-21,1,2025,9
CLM00014257,C00055262,V00055262,10000.0,2025-01-20,1,2025,1
CLM00014258,C00451994,V00451994,10000.0,2025-06-14,1,2025,6
CLM00014259,C00385606,V00385606,10000.0,2025-05-21,1,2025,5
CLM00014260,C00515394,V00515394,10000.0,2025-07-07,1,2025,7
CLM00014261,C00406163,V00406163,10000.0,2025-05-28,1,2025,5
CLM00014262,C00952834,V00952834,10000.0,2025-12-14,1,2025,12
CLM00014263,C00016575,V00016575,10000.0,2025-01-06,1,2025,1
CLM00014264,C00452891,V00452891,10000.0,2025-06-14,1,2025,6
CLM00014265,C00890265,V00890265,10000.0,2025-11-21,1,2025,11
CLM00014266,C00849832,V00849832,10000.0,2025-11-07,1,2025,11
CLM00014267,C00889014,V00889014,10000.0,2025-11-21,1,2025,11
CLM00014268,C00407119,V00407119,10000.0,2025-05-28,1,2025,5
CLM00014269,C00018588,V00018588,10000.0,2025-01-06,1,2025,1
CLM00014270,C00909263,V00909263,10000.0,2025-11-28,1,2025,11
CLM00014271,C00932954,V00932954,10000.0,2025-12-07,1,2025,12
CLM00014272,C00723740,V00723740,10000.0,2025-09-21,1,2025,9
CLM00014273,C00182365,V00182365,10000.0,2025-03-07,1,2025,3
CLM00014274,C00871546,V00871546,10000.0,2025-11-14,1,2025,11
CLM00014275,C00037265,V00037265,10000.0,2025-01-13,1,2025,1
CLM00014276,C00533999,V00533999,10000.0,2025-07-14,1,2025,7
CLM00014277,C00451895,V00451895,10000.0,2025-06-14,1,2025,6
CLM00014278,C00181163,V00181163,10000.0,2025-03-07,1,2025,3
CLM00014279,C00889964,V00889964,10000.0,2025-11-21,1,2025,11
CLM00014280,C00765742,V00765742,10000.0,2025-10-07,1,2025,10
CLM00014281,C00160886,V00160886,10000.0,2025-02-27,1,2025,2
CLM00014282,C00140041,V00140041,10000.0,2025-02-20,1,2025,2
CLM00014283,C00989191,V00989191,10000.0,2025-12-28,1,2025,12
CLM00014284,C00703300,V00703300,10000.0,2025-09-14,1,2025,9
CLM00014285,C00387759,V00387759,10000.0,2025-05-21,1,2025,5
CLM00014286,C00220557,V00220557,10000.0,2025-03-21,1,2025,3
CLM00014287,C00452496,V00452496,10000.0,2025-06-14,1,2025,6
CLM00014288,C00638366,V00638366,10000.0,2025-08-21,1,2025,8
CLM00014289,C00018160,V00018160,10000.0,2025-01-06,1,2025,1
CLM00014290,C00742898,V00742898,10000.0,2025-09-28,1,2025,9
CLM00014291,C00451648,V00451648,10000.0,2025-06-14,1,2025,6
CLM00014292,C00552703,V00552703,10000.0,2025-07-21,1,2025,7
CLM00014293,C00490951,V00490951,10000.0,2025-06-28,1,2025,6
CLM00014294,C00889523,V00889523,10000.0,2025-11-21,1,2025,11
CLM00014295,C00533026,V00533026,10000.0,2025-07-14,1,2025,7
CLM00014296,C00620117,V00620117,10000.0,2025-08-14,1,2025,8
CLM00014297,C00347473,V00347473,10000.0,2025-05-07,1,2025,5
CLM00014298,C00385559,V00385559,10000.0,2025-05-21,1,2025,5
CLM00014299,C00471552,V00471552,10000.0,2025-06-21,1,2025,6
CLM00014300,C00036586,V00036586,10000.0,2025-01-13,1,2025,1
CLM00014301,C00348701,V00348701,10000.0,2025-05-07,1,2025,5
CLM00014302,C00199765,V00199765,10000.0,2025-03-14,1,2025,3
CLM00014303,C00657598,V00657598,10000.0,2025-08-28,1,2025,8
CLM00014304,C00599949,V00599949,10000.0,2025-08-07,1,2025,8
CLM00014305,C00852097,V00852097,10000.0,2025-11-07,1,2025,11
CLM00014306,C00018364,V00018364,10000.0,2025-01-06,1,2025,1
CLM00014307,C00305518,V00305518,10000.0,2025-04-21,1,2025,4
CLM00014308,C00102932,V00102932,10000.0,2025-02-06,1,2025,2
CLM00014309,C00074561,V00074561,10000.0,2025-01-27,1,2025,1
CLM00014310,C00723452,V00723452,10000.0,2025-09-21,1,2025,9
CLM00014311,C00534819,V00534819,10000.0,2025-07-14,1,2025,7
CLM00014312,C00434459,V00434459,10000.0,2025-06-07,1,2025,6
CLM00014313,C00619469,V00619469,10000.0,2025-08-14,1,2025,8
CLM00014314,C00406898,V00406898,10000.0,2025-05-28,1,2025,5
CLM00014315,C00323892,V00323892,10000.0,2025-04-28,1,2025,4
CLM00014316,C00037069,V00037069,10000.0,2025-01-13,1,2025,1
CLM00014317,C00639316,V00639316,10000.0,2025-08-21,1,2025,8
CLM00014318,C00740584,V00740584,10000.0,2025-09-28,1,2025,9
CLM00014319,C00638457,V00638457,10000.0,2025-08-21,1,2025,8
CLM00014320,C00349639,V00349639,10000.0,2025-05-07,1,2025,5
CLM00014321,C00075155,V00075155,10000.0,2025-01-27,1,2025,1
CLM00014322,C00221100,V00221100,10000.0,2025-03-21,1,2025,3
CLM00014323,C00035658,V00035658,10000.0,2025-01-13,1,2025,1
CLM00014324,C00933634,V00933634,10000.0,2025-12-07,1,2025,12
CLM00014325,C00141611,V00141611,10000.0,2025-02-20,1,2025,2
CLM00014326,C00405852,V00405852,10000.0,2025-05-28,1,2025,5
CLM00014327,C00619778,V00619778,10000.0,2025-08-14,1,2025,8
CLM00014328,C00934189,V00934189,10000.0,2025-12-07,1,2025,12
CLM00014329,C00552034,V00552034,10000.0,2025-07-21,1,2025,7
CLM00014330,C00304774,V00304774,10000.0,2025-04-21,1,2025,4
CLM00014331,C00553732,V00553732,10000.0,2025-07-21,1,2025,7
CLM00014332,C00702794,V00702794,10000.0,2025-09-14,1,2025,9
CLM00014333,C00201501,V00201501,10000.0,2025-03-14,1,2025,3
CLM00014334,C00324971,V00324971,10000.0,2025-04-28,1,2025,4
CLM00014335,C00931984,V00931984,10000.0,2025-12-07,1,2025,12
CLM00014336,C00850923,V00850923,10000.0,2025-11-07,1,2025,11
CLM00014337,C00285156,V00285156,10000.0,2025-04-14,1,2025,4
CLM00014338,C00740934,V00740934,10000.0,2025-09-28,1,2025,9
CLM00014339,C00786488,V00786488,10000.0,2025-10-14,1,2025,10
CLM00014340,C00572141,V00572141,10000.0,2025-07-28,1,2025,7
CLM00014341,C00221346,V00221346,10000.0,2025-03-21,1,2025,3
CLM00014342,C00619195,V00619195,10000.0,2025-08-14,1,2025,8
CLM00014343,C00017460,V00017460,10000.0,2025-01-06,1,2025,1
CLM00014344,C00016859,V00016859,10000.0,2025-01-06,1,2025,1
CLM00014345,C00684196,V00684196,10000.0,2025-09-07,1,2025,9
CLM00014346,C00572077,V00572077,10000.0,2025-07-28,1,2025,7
CLM00014347,C00803506,V00803506,10000.0,2025-10-21,1,2025,10
CLM00014348,C00722013,V00722013,10000.0,2025-09-21,1,2025,9
CLM00014349,C00638918,V00638918,10000.0,2025-08-21,1,2025,8
CLM00014350,C00723947,V00723947,10000.0,2025-09-21,1,2025,9
CLM00014351,C00741756,V00741756,10000.0,2025-09-28,1,2025,9
CLM00014352,C00931757,V00931757,10000.0,2025-12-07,1,2025,12
CLM00014353,C00850772,V00850772,10000.0,2025-11-07,1,2025,11
CLM00014354,C00784721,V00784721,10000.0,2025-10-14,1,2025,10
CLM00014355,C00804912,V00804912,10000.0,2025-10-21,1,2025,10
CLM00014356,C00850760,V00850760,10000.0,2025-11-07,1,2025,11
CLM00014357,C00182911,V00182911,10000.0,2025-03-07,1,2025,3
CLM00014358,C00515720,V00515720,10000.0,2025-07-07,1,2025,7
CLM00014359,C00571315,V00571315,10000.0,2025-07-28,1,2025,7
CLM00014360,C00600331,V00600331,10000.0,2025-08-07,1,2025,8
CLM00014361,C00140226,V00140226,10000.0,2025-02-20,1,2025,2
CLM00014362,C00534308,V00534308,10000.0,2025-07-14,1,2025,7
CLM00014363,C00432680,V00432680,10000.0,2025-06-07,1,2025,6
CLM00014364,C00909490,V00909490,10000.0,2025-11-28,1,2025,11
CLM00014365,C00305300,V00305300,10000.0,2025-04-21,1,2025,4
CLM00014366,C00599080,V00599080,10000.0,2025-08-07,1,2025,8
CLM00014367,C00348697,V00348697,10000.0,2025-05-07,1,2025,5
CLM00014368,C00433215,V00433215,10000.0,2025-06-07,1,2025,6
CLM00014369,C00016581,V00016581,10000.0,2025-01-06,1,2025,1
CLM00014370,C00907721,V00907721,10000.0,2025-11-28,1,2025,11
CLM00014371,C00972181,V00972181,10000.0,2025-12-21,1,2025,12
CLM00014372,C00620113,V00620113,10000.0,2025-08-14,1,2025,8
CLM00014373,C00741004,V00741004,10000.0,2025-09-28,1,2025,9
CLM00014374,C00552390,V00552390,10000.0,2025-07-21,1,2025,7
CLM00014375,C00721806,V00721806,10000.0,2025-09-21,1,2025,9
CLM00014376,C00238549,V00238549,10000.0,2025-03-28,1,2025,3
CLM00014377,C00970811,V00970811,10000.0,2025-12-21,1,2025,12
CLM00014378,C00972333,V00972333,10000.0,2025-12-21,1,2025,12
CLM00014379,C00907851,V00907851,10000.0,2025-11-28,1,2025,11
CLM00014380,C00741353,V00741353,10000.0,2025-09-28,1,2025,9
CLM00014381,C00683267,V00683267,10000.0,2025-09-07,1,2025,9
CLM00014382,C00684829,V00684829,10000.0,2025-09-07,1,2025,9
CLM00014383,C00055714,V00055714,10000.0,2025-01-20,1,2025,1
CLM00014384,C00160438,V00160438,10000.0,2025-02-27,1,2025,2
CLM00014385,C00516060,V00516060,10000.0,2025-07-07,1,2025,7
CLM00014386,C00766797,V00766797,10000.0,2025-10-07,1,2025,10
CLM00014387,C00971285,V00971285,10000.0,2025-12-21,1,2025,12
CLM00014388,C00951104,V00951104,10000.0,2025-12-14,1,2025,12
CLM00014389,C00016696,V00016696,10000.0,2025-01-06,1,2025,1
CLM00014390,C00619543,V00619543,10000.0,2025-08-14,1,2025,8
CLM00014391,C00767117,V00767117,10000.0,2025-10-07,1,2025,10
CLM00014392,C00121725,V00121725,10000.0,2025-02-13,1,2025,2
CLM00014393,C00075078,V00075078,10000.0,2025-01-27,1,2025,1
CLM00014394,C00786737,V00786737,10000.0,2025-10-14,1,2025,10
CLM00014395,C00553415,V00553415,10000.0,2025-07-21,1,2025,7
CLM00014396,C00535146,V00535146,10000.0,2025-07-14,1,2025,7
CLM00014397,C00073809,V00073809,10000.0,2025-01-27,1,2025,1
CLM00014398,C00239400,V00239400,10000.0,2025-03-28,1,2025,3
CLM00014399,C00219655,V00219655,10000.0,2025-03-21,1,2025,3
CLM00014400,C00741466,V00741466,10000.0,2025-09-28,1,2025,9
CLM00014401,C00366361,V00366361,10000.0,2025-05-14,1,2025,5
CLM00014402,C00953178,V00953178,10000.0,2025-12-14,1,2025,12
CLM00014403,C00824553,V00824553,10000.0,2025-10-28,1,2025,10
CLM00014404,C00572299,V00572299,10000.0,2025-07-28,1,2025,7
CLM00014405,C00765982,V00765982,10000.0,2025-10-07,1,2025,10
CLM00014406,C00305769,V00305769,10000.0,2025-04-21,1,2025,4
CLM00014407,C00219827,V00219827,10000.0,2025-03-21,1,2025,3
CLM00014408,C00056262,V00056262,10000.0,2025-01-20,1,2025,1
CLM00014409,C00348130,V00348130,10000.0,2025-05-07,1,2025,5
CLM00014410,C00765882,V00765882,10000.0,2025-10-07,1,2025,10
CLM00014411,C00470334,V00470334,10000.0,2025-06-21,1,2025,6
CLM00014412,C00451397,V00451397,10000.0,2025-06-14,1,2025,6
CLM00014413,C00140481,V00140481,10000.0,2025-02-20,1,2025,2
CLM00014414,C00240270,V00240270,10000.0,2025-03-28,1,2025,3
CLM00014415,C00386291,V00386291,10000.0,2025-05-21,1,2025,5
CLM00014416,C00056524,V00056524,10000.0,2025-01-20,1,2025,1
CLM00014417,C00305797,V00305797,10000.0,2025-04-21,1,2025,4
CLM00014418,C00743136,V00743136,10000.0,2025-09-28,1,2025,9
CLM00014419,C00870300,V00870300,10000.0,2025-11-14,1,2025,11
CLM00014420,C00036522,V00036522,10000.0,2025-01-13,1,2025,1
CLM00014421,C00786209,V00786209,10000.0,2025-10-14,1,2025,10
CLM00014422,C00433376,V00433376,10000.0,2025-06-07,1,2025,6
CLM00014423,C00491381,V00491381,10000.0,2025-06-28,1,2025,6
CLM00014424,C00199697,V00199697,10000.0,2025-03-14,1,2025,3
CLM00014425,C00056596,V00056596,10000.0,2025-01-20,1,2025,1
CLM00014426,C00656513,V00656513,10000.0,2025-08-28,1,2025,8
CLM00014427,C00432656,V00432656,10000.0,2025-06-07,1,2025,6
CLM00014428,C00572385,V00572385,10000.0,2025-07-28,1,2025,7
CLM00014429,C00805253,V00805253,10000.0,2025-10-21,1,2025,10
CLM00014430,C00386569,V00386569,10000.0,2025-05-21,1,2025,5
CLM00014431,C00742536,V00742536,10000.0,2025-09-28,1,2025,9
CLM00014432,C00266645,V00266645,10000.0,2025-04-07,1,2025,4
CLM00014433,C00016836,V00016836,10000.0,2025-01-06,1,2025,1
CLM00014434,C00201142,V00201142,10000.0,2025-03-14,1,2025,3
CLM00014435,C00139588,V00139588,10000.0,2025-02-20,1,2025,2
CLM00014436,C00367481,V00367481,10000.0,2025-05-14,1,2025,5
CLM00014437,C00618194,V00618194,10000.0,2025-08-14,1,2025,8
CLM00014438,C00598880,V00598880,10000.0,2025-08-07,1,2025,8
CLM00014439,C00702362,V00702362,10000.0,2025-09-14,1,2025,9
CLM00014440,C00515762,V00515762,10000.0,2025-07-07,1,2025,7
CLM00014441,C00367538,V00367538,10000.0,2025-05-14,1,2025,5
CLM00014442,C00600352,V00600352,10000.0,2025-08-07,1,2025,8
CLM00014443,C00121415,V00121415,10000.0,2025-02-13,1,2025,2
CLM00014444,C00470317,V00470317,10000.0,2025-06-21,1,2025,6
CLM00014445,C00637260,V00637260,10000.0,2025-08-21,1,2025,8
CLM00014446,C00305803,V00305803,10000.0,2025-04-21,1,2025,4
CLM00014447,C00803620,V00803620,10000.0,2025-10-21,1,2025,10
CLM00014448,C00703403,V00703403,10000.0,2025-09-14,1,2025,9
CLM00014449,C00766918,V00766918,10000.0,2025-10-07,1,2025,10
CLM00014450,C00491547,V00491547,10000.0,2025-06-28,1,2025,6
CLM00014451,C00889966,V00889966,10000.0,2025-11-21,1,2025,11
CLM00014452,C00120607,V00120607,10000.0,2025-02-13,1,2025,2
CLM00014453,C00970628,V00970628,10000.0,2025-12-21,1,2025,12
CLM00014454,C00199668,V00199668,10000.0,2025-03-14,1,2025,3
CLM00014455,C00076170,V00076170,10000.0,2025-01-27,1,2025,1
CLM00014456,C00431907,V00431907,10000.0,2025-06-07,1,2025,6
CLM00014457,C00200021,V00200021,10000.0,2025-03-14,1,2025,3
CLM00014458,C00182884,V00182884,10000.0,2025-03-07,1,2025,3
CLM00014459,C00347271,V00347271,10000.0,2025-05-07,1,2025,5
CLM00014460,C00322982,V00322982,10000.0,2025-04-28,1,2025,4
CLM00014461,C00533458,V00533458,10000.0,2025-07-14,1,2025,7
CLM00014462,C00140903,V00140903,10000.0,2025-02-20,1,2025,2
CLM00014463,C00238703,V00238703,10000.0,2025-03-28,1,2025,3
CLM00014464,C00265639,V00265639,10000.0,2025-04-07,1,2025,4
CLM00014465,C00553256,V00553256,10000.0,2025-07-21,1,2025,7
CLM00014466,C00432453,V00432453,10000.0,2025-06-07,1,2025,6
CLM00014467,C00742562,V00742562,10000.0,2025-09-28,1,2025,9
CLM00014468,C00743026,V00743026,10000.0,2025-09-28,1,2025,9
CLM00014469,C00552223,V00552223,10000.0,2025-07-21,1,2025,7
CLM00014470,C00074733,V00074733,10000.0,2025-01-27,1,2025,1
CLM00014471,C00950899,V00950899,10000.0,2025-12-14,1,2025,12
CLM00014472,C00907496,V00907496,10000.0,2025-11-28,1,2025,11
CLM00014473,C00784920,V00784920,10000.0,2025-10-14,1,2025,10
CLM00014474,C00657067,V00657067,10000.0,2025-08-28,1,2025,8
CLM00014475,C00598650,V00598650,10000.0,2025-08-07,1,2025,8
CLM00014476,C00074370,V00074370,10000.0,2025-01-27,1,2025,1
CLM00014477,C00471886,V00471886,10000.0,2025-06-21,1,2025,6
CLM00014478,C00218673,V00218673,10000.0,2025-03-21,1,2025,3
CLM00014479,C00324307,V00324307,10000.0,2025-04-28,1,2025,4
CLM00014480,C00767291,V00767291,10000.0,2025-10-07,1,2025,10
CLM00014481,C00055987,V00055987,10000.0,2025-01-20,1,2025,1
CLM00014482,C00220814,V00220814,10000.0,2025-03-21,1,2025,3
CLM00014483,C00266176,V00266176,10000.0,2025-04-07,1,2025,4
CLM00014484,C00347322,V00347322,10000.0,2025-05-07,1,2025,5
CLM00014485,C00553121,V00553121,10000.0,2025-07-21,1,2025,7
CLM00014486,C00599295,V00599295,10000.0,2025-08-07,1,2025,8
CLM00014487,C00869748,V00869748,10000.0,2025-11-14,1,2025,11
CLM00014488,C00786528,V00786528,10000.0,2025-10-14,1,2025,10
CLM00014489,C00870773,V00870773,10000.0,2025-11-14,1,2025,11
CLM00014490,C00767333,V00767333,10000.0,2025-10-07,1,2025,10
CLM00014491,C00101485,V00101485,10000.0,2025-02-06,1,2025,2
CLM00014492,C00035672,V00035672,10000.0,2025-01-13,1,2025,1
CLM00014493,C00386484,V00386484,10000.0,2025-05-21,1,2025,5
CLM00014494,C00600856,V00600856,10000.0,2025-08-07,1,2025,8
CLM00014495,C00366951,V00366951,10000.0,2025-05-14,1,2025,5
CLM00014496,C00909455,V00909455,10000.0,2025-11-28,1,2025,11
CLM00014497,C00471283,V00471283,10000.0,2025-06-21,1,2025,6
CLM00014498,C00219538,V00219538,10000.0,2025-03-21,1,2025,3
CLM00014499,C00786163,V00786163,10000.0,2025-10-14,1,2025,10
CLM00014500,C00122759,V00122759,10000.0,2025-02-13,1,2025,2
CLM00014501,C00741971,V00741971,10000.0,2025-09-28,1,2025,9
CLM00014502,C00452289,V00452289,10000.0,2025-06-14,1,2025,6
CLM00014503,C00803921,V00803921,10000.0,2025-10-21,1,2025,10
CLM00014504,C00199679,V00199679,10000.0,2025-03-14,1,2025,3
CLM00014505,C00239047,V00239047,10000.0,2025-03-28,1,2025,3
CLM00014506,C00951907,V00951907,10000.0,2025-12-14,1,2025,12
CLM00014507,C00785938,V00785938,10000.0,2025-10-14,1,2025,10
CLM00014508,C00219571,V00219571,10000.0,2025-03-21,1,2025,3
CLM00014509,C00451191,V00451191,10000.0,2025-06-14,1,2025,6
CLM00014510,C00238780,V00238780,10000.0,2025-03-28,1,2025,3
CLM00014511,C00514225,V00514225,10000.0,2025-07-07,1,2025,7
CLM00014512,C00036076,V00036076,10000.0,2025-01-13,1,2025,1
CLM00014513,C00991256,V00991256,10000.0,2025-12-28,1,2025,12
CLM00014514,C00909502,V00909502,10000.0,2025-11-28,1,2025,11
CLM00014515,C00159668,V00159668,10000.0,2025-02-27,1,2025,2
CLM00014516,C00202150,V00202150,10000.0,2025-03-14,1,2025,3
CLM00014517,C00285529,V00285529,10000.0,2025-04-14,1,2025,4
CLM00014518,C00489241,V00489241,10000.0,2025-06-28,1,2025,6
CLM00014519,C00267667,V00267667,10000.0,2025-04-07,1,2025,4
CLM00014520,C00685603,V00685603,10000.0,2025-09-07,1,2025,9
CLM00014521,C00554167,V00554167,10000.0,2025-07-21,1,2025,7
CLM00014522,C00431798,V00431798,10000.0,2025-06-07,1,2025,6
CLM00014523,C00406165,V00406165,10000.0,2025-05-28,1,2025,5
CLM00014524,C00304803,V00304803,10000.0,2025-04-21,1,2025,4
CLM00014525,C00122066,V00122066,10000.0,2025-02-13,1,2025,2
CLM00014526,C00636737,V00636737,10000.0,2025-08-21,1,2025,8
CLM00014527,C00600678,V00600678,10000.0,2025-08-07,1,2025,8
CLM00014528,C00553886,V00553886,10000.0,2025-07-21,1,2025,7
CLM00014529,C00141765,V00141765,10000.0,2025-02-20,1,2025,2
CLM00014530,C00722562,V00722562,10000.0,2025-09-21,1,2025,9
CLM00014531,C00803514,V00803514,10000.0,2025-10-21,1,2025,10
CLM00014532,C00056713,V00056713,10000.0,2025-01-20,1,2025,1
CLM00014533,C00553455,V00553455,10000.0,2025-07-21,1,2025,7
CLM00014534,C00240205,V00240205,10000.0,2025-03-28,1,2025,3
CLM00014535,C00182660,V00182660,10000.0,2025-03-07,1,2025,3
